1793.10344827586	881.109523809524	1
1946.76894922824	396.146841904762	1
2048.2727663711	1003.23130380952	1
2171.27565589491	1495.77152761905	1
2319.65449970443	1886.80793428571	1
2499.40084256158	2226.82809952381	1
2716.50622922824	2438.64682904762	1
2979.07686732348	2487.90085142857	1
3296.62873970443	2389.65713952381	1
3680.44004827586	2313.79360952381	1
4144.2561016092	2306.21606761905	1
4705.69909018062	2250.70616761905	1
3965.51724137931	384.339345238095	2
4118.79177226026	528.966240851191	2
4220.56483087931	744.042538446429	2
4344.01462856979	1087.64191308929	2
4493.44576599836	1444.57786301191	2
4674.70020121264	1928.0383253869	2
2413.79310344828	1914.2505952381	3
2585.30995678161	1279.29367279762	3
2699.3992922578	2418.27277696429	3
2836.45963487685	2938.18323863095	3
3002.61658654351	2378.45636458333	3
3203.23004892447	1655.63533982143	3
3446.72272463875	1397.21150946429	3
3740.75161606732	1521.25494803571	3
4096.03652654351	1849.9317752381	3
4525.59436011494	2178.22575232143	3
5045.50482178161	2443.73230988095	3
5674.1447172578	2765.70926	3
6435.25075392447	3118.31421964286	3
7354.09103963875	3317.77913166667	3
8466.65348559113	3289.06537273809	3
9811.22310368637	3141.47665184524	3
11438.3361096388	3066.82087863095	3
13404.6543210673	3303.80510232143	3
4827.58620689655	2089.37224650298	1
4894.23483521264	2317.38156306548	1
5160.5051335936	2465.58281458929	1
5384.15342351396	2413.99385197024	1
5483.04271211741	2432.24997086905	1
5874.14642983169	2376.11720949702	1
6204.29016827586	2361.93134616369	1
6347.95997464122	2302.68543609524	1
6922.31669216502	2261.83016369643	1
7196.41949208539	2316.23867679167	1
7618.27837852217	2320.46640958929	1
8395.43333208539	2448.535678875	1
8461.82637345074	2494.77170210714	1
9484.32276752217	2565.27875499107	1
9845.73960827586	2770.70944046726	1
10723.4328165698	2886.47245125298	1
11598.7951168473	3247.06652387202	1
12225.2772420222	3536.70465444345	1
13718.744631133	4228.94835182441	1
14045.3546453317	4933.98044672917	1
14310.3448275862	3954.42675963433	1
15315.8085096092	4506.5446724121	1
15432.3994706238	5112.74902921349	1
15783.6849608292	5551.3995531123	1
17927.6329904015	6335.38391744702	1
18208.2443656092	7050.41310711369	1
18660.420755353	7984.56739758988	1
